,,,Grand Total,,,,,,,
Type,Material,Cut,Volume,Tonnes,FEGL,SILGL,ALGL,MNGL,PGL,PPCGL
Ore,IFR,1205.00_15_22,250.00,700.00,56.54,2.43,5.38,0.08,0.08,10.45
Ore,IFR,1205.00_15_21,500.00,"1,400.00",56.41,2.50,5.37,0.08,0.08,10.58
Ore,IFR,1205.00_15_20,500.00,"1,400.00",56.26,2.57,5.37,0.08,0.08,10.74
Ore,IFR,1205.00_15_19,500.00,"1,400.00",56.15,2.63,5.37,0.08,0.08,10.85
Ore,IFR,1205.00_15_18,500.00,"1,400.00",56.10,2.67,5.36,0.08,0.08,10.90
Ore,IFR,1205.00_15_17,500.00,"1,400.00",56.84,2.38,4.35,0.11,0.09,11.14
Ore,IFR,1205.00_14_22,250.00,700.00,56.64,2.42,5.36,0.08,0.08,10.35
Ore,IFR,1205.00_14_21,500.00,"1,400.00",56.53,2.48,5.36,0.08,0.08,10.46
Ore,IFR,1205.00_14_20,500.00,"1,400.00",56.41,2.54,5.35,0.08,0.08,10.58
Ore,IFR,1205.00_14_19,500.00,"1,400.00",56.34,2.59,5.35,0.08,0.08,10.66
Ore,IFR,1205.00_14_18,500.00,"1,400.00",56.30,2.62,5.34,0.08,0.08,10.69
Ore,IFR,1205.00_14_17,125.00,350.00,56.95,2.57,4.20,0.09,0.08,11.02
Ore,IFR,1205.00_13_21,375.00,"1,050.00",56.65,2.47,5.34,0.08,0.08,10.34
Ore,IFR,1205.00_13_20,500.00,"1,400.00",56.59,2.51,5.33,0.08,0.08,10.40
Ore,IFR,1205.00_13_19,375.00,"1,050.00",56.52,2.55,5.33,0.08,0.08,10.46
Ore,IFR,1205.00_13_18,125.00,350.00,56.47,2.59,5.32,0.08,0.08,10.52
Ore,IFR,1200.00_41_30,0.02,0.06,57.49,0.77,5.81,0.02,0.17,10.21
Ore,IFR,1200.00_34_27,96.23,269.44,56.87,0.76,8.59,0.01,0.09,8.42
Ore,IFR,1200.00_33_28,125.00,350.00,56.92,0.75,8.91,0.01,0.07,8.55
Ore,IFR,1200.00_33_27,467.36,"1,308.61",56.82,0.72,8.89,0.01,0.08,8.48
Ore,IFR,1200.00_33_26,236.20,661.37,57.38,0.65,8.64,0.01,0.07,8.35
Ore,IFR,1200.00_32_28,125.00,350.00,57.44,0.77,8.35,0.01,0.08,8.74
Ore,IFR,1200.00_32_27,499.70,"1,399.16",57.38,0.77,8.43,0.01,0.08,8.73
Ore,IFR,1200.00_32_26,240.67,673.88,57.60,0.70,8.46,0.01,0.07,8.50
Ore,IFR,1200.00_20_19,125.00,350.00,56.00,2.75,5.05,0.10,0.09,11.23
Ore,IFR,1200.00_20_18,250.00,700.00,56.01,2.75,5.04,0.10,0.09,11.23
Ore,IFR,1200.00_20_17,125.00,350.00,56.97,2.56,3.98,0.10,0.09,11.20
Ore,IFR,1200.00_19_20,375.00,"1,050.00",55.98,3.09,5.05,0.11,0.09,10.93
Ore,IFR,1200.00_19_19,500.00,"1,400.00",55.94,2.87,5.15,0.10,0.08,11.13
Ore,IFR,1200.00_19_18,500.00,"1,400.00",55.88,2.81,5.22,0.10,0.08,11.19
Ore,IFR,1200.00_19_17,500.00,"1,400.00",57.49,2.31,3.46,0.12,0.10,11.21
Ore,IFR,1200.00_19_16,500.00,"1,400.00",58.07,2.78,2.55,0.15,0.11,10.89
Ore,IFR,1200.00_19_15,125.00,350.00,58.55,2.66,2.34,0.20,0.14,10.51
Ore,IFR,1200.00_18_21,375.00,"1,050.00",56.42,2.34,5.21,0.10,0.09,10.85
Ore,IFR,1200.00_18_20,500.00,"1,400.00",56.25,2.45,5.06,0.10,0.09,11.15
Ore,IFR,1200.00_18_19,500.00,"1,400.00",56.07,2.56,5.14,0.10,0.08,11.25
Ore,IFR,1200.00_18_18,500.00,"1,400.00",55.89,2.67,5.28,0.10,0.08,11.26
Ore,IFR,1200.00_18_17,500.00,"1,400.00",57.36,2.38,3.60,0.10,0.09,11.21
Ore,IFR,1200.00_18_16,500.00,"1,400.00",57.98,2.35,2.83,0.13,0.10,11.14
Ore,IFR,1200.00_18_15,375.00,"1,050.00",58.34,2.29,2.63,0.18,0.13,10.86
Ore,IFR,1200.00_17_22,125.00,350.00,56.47,2.42,5.39,0.08,0.08,10.52
Ore,IFR,1200.00_17_21,500.00,"1,400.00",56.28,2.52,5.39,0.08,0.08,10.71
Ore,IFR,1200.00_17_20,500.00,"1,400.00",56.06,2.65,5.36,0.09,0.08,10.95
Ore,IFR,1200.00_17_19,500.00,"1,400.00",55.89,2.76,5.32,0.09,0.08,11.14
Ore,IFR,1200.00_17_18,500.00,"1,400.00",55.83,2.75,5.35,0.09,0.08,11.20
Ore,IFR,1200.00_17_17,500.00,"1,400.00",56.67,2.45,4.42,0.11,0.09,11.24
Ore,IFR,1200.00_17_16,499.44,"1,398.44",57.89,2.72,2.77,0.11,0.10,11.01
Ore,IFR,1200.00_17_15,500.00,"1,400.00",58.25,2.54,2.68,0.15,0.11,10.75
Ore,IFR,1200.00_16_22,375.00,"1,050.00",56.53,2.41,5.39,0.08,0.08,10.46
Ore,IFR,1200.00_16_21,500.00,"1,400.00",56.33,2.51,5.38,0.08,0.08,10.67
Ore,IFR,1200.00_16_20,500.00,"1,400.00",56.15,2.60,5.38,0.08,0.08,10.86
Ore,IFR,1200.00_16_19,500.00,"1,400.00",55.97,2.75,5.29,0.09,0.08,11.07
Ore,IFR,1200.00_16_18,500.00,"1,400.00",55.91,2.76,5.32,0.09,0.08,11.11
Ore,IFR,1200.00_16_17,500.00,"1,400.00",56.82,2.37,4.32,0.11,0.09,11.22
Ore,IFR,1200.00_16_16,500.00,"1,400.00",57.48,2.96,3.19,0.12,0.09,10.92
Ore,IFR,1200.00_16_15,375.00,"1,050.00",57.90,2.83,2.99,0.14,0.10,10.66
Ore,IFR,1200.00_15_22,500.00,"1,400.00",56.60,2.40,5.38,0.08,0.08,10.39
Ore,IFR,1200.00_15_21,500.00,"1,400.00",56.42,2.50,5.37,0.08,0.08,10.58
Ore,IFR,1200.00_15_20,500.00,"1,400.00",56.27,2.57,5.37,0.08,0.08,10.73
Ore,IFR,1200.00_15_19,500.00,"1,400.00",56.13,2.69,5.31,0.08,0.08,10.89
Ore,IFR,1200.00_15_18,500.00,"1,400.00",56.06,2.75,5.27,0.08,0.08,10.98
Ore,IFR,1200.00_15_17,500.00,"1,400.00",56.90,2.35,4.30,0.11,0.09,11.15
Ore,IFR,1200.00_15_16,500.00,"1,400.00",56.83,3.20,3.97,0.12,0.09,10.81
Ore,IFR,1200.00_15_15,125.00,350.00,57.62,3.26,3.22,0.13,0.08,10.42
Ore,IFR,1200.00_14_22,374.79,"1,049.42",56.66,2.40,5.36,0.08,0.08,10.33
Ore,IFR,1200.00_14_21,500.00,"1,400.00",56.54,2.48,5.36,0.08,0.08,10.45
Ore,IFR,1200.00_14_20,500.00,"1,400.00",56.42,2.54,5.35,0.08,0.08,10.57
Ore,IFR,1200.00_14_19,500.00,"1,400.00",56.33,2.62,5.31,0.08,0.08,10.68
Ore,IFR,1200.00_14_18,500.00,"1,400.00",56.25,2.75,5.20,0.08,0.08,10.80
Ore,IFR,1200.00_14_17,500.00,"1,400.00",56.99,2.36,4.30,0.11,0.09,11.04
Ore,IFR,1200.00_14_16,375.00,"1,050.00",56.66,3.34,4.22,0.11,0.09,10.69
Ore,IFR,1200.00_13_21,375.00,"1,050.00",56.65,2.46,5.34,0.08,0.08,10.33
Ore,IFR,1200.00_13_20,500.00,"1,400.00",56.59,2.51,5.33,0.08,0.08,10.39
Ore,IFR,1200.00_13_19,500.00,"1,400.00",56.55,2.55,5.32,0.08,0.08,10.44
Ore,IFR,1200.00_13_18,500.00,"1,400.00",56.46,2.75,5.14,0.08,0.08,10.58
Ore,IFR,1200.00_13_17,125.00,350.00,57.05,2.58,4.21,0.09,0.08,10.89
Ore,IFR,1200.00_12_20,250.00,700.00,56.72,2.50,5.32,0.07,0.08,10.26
Ore,IFR,1200.00_12_19,125.00,350.00,56.70,2.53,5.30,0.07,0.08,10.28
Ore,IFR,1195.00_8_11,375.00,"1,050.00",58.28,2.74,4.90,0.04,0.06,8.66
Ore,IFR,1195.00_8_10,324.76,909.33,58.28,2.75,4.92,0.04,0.05,8.65
Ore,IFR,1195.00_7_12,125.00,350.00,58.30,2.73,4.84,0.04,0.06,8.71
Ore,IFR,1195.00_7_11,500.00,"1,400.00",58.28,2.74,4.89,0.04,0.06,8.68
Ore,IFR,1195.00_7_10,252.16,706.05,58.28,2.74,4.92,0.04,0.06,8.67
Ore,IFR,1195.00_6_11,205.74,576.08,58.30,2.73,4.86,0.04,0.06,8.70
Ore,IFR,1195.00_6_10,8.80,24.64,58.27,2.72,4.90,0.04,0.06,8.70
Ore,IFR,1195.00_34_26,143.98,403.14,57.67,0.64,8.18,0.01,0.07,8.23
Ore,IFR,1195.00_34_25,6.96,19.48,58.35,0.96,7.04,0.01,0.07,8.39
Ore,IFR,1195.00_33_26,461.43,"1,292.00",57.56,0.62,8.44,0.01,0.07,8.27
Ore,IFR,1195.00_33_25,85.91,240.54,58.36,0.82,7.35,0.01,0.06,8.25
Ore,IFR,1195.00_29_24,250.00,700.00,59.13,1.22,3.38,0.05,0.16,10.10
Ore,IFR,1195.00_29_23,250.00,700.00,59.52,0.97,2.83,0.05,0.16,10.33
Ore,IFR,1195.00_29_22,125.00,350.00,59.48,0.99,2.77,0.05,0.16,10.40
Ore,IFR,1195.00_28_26,125.00,350.00,58.91,1.22,4.69,0.04,0.17,8.74
Ore,IFR,1195.00_28_25,500.00,"1,400.00",58.60,1.98,3.80,0.04,0.17,9.62
Ore,IFR,1195.00_28_24,500.00,"1,400.00",59.18,1.27,3.22,0.05,0.16,10.08
Ore,IFR,1195.00_28_23,500.00,"1,400.00",59.56,0.95,2.75,0.05,0.16,10.35
Ore,IFR,1195.00_28_22,250.00,700.00,59.55,0.96,2.74,0.05,0.16,10.38
Ore,IFR,1195.00_27_26,500.00,"1,400.00",59.01,1.06,4.96,0.04,0.16,8.32
Ore,IFR,1195.00_27_25,500.00,"1,400.00",58.73,1.85,4.35,0.04,0.16,8.79
Ore,IFR,1195.00_27_24,500.00,"1,400.00",58.91,1.74,3.27,0.05,0.17,9.88
Ore,IFR,1195.00_27_23,500.00,"1,400.00",59.23,1.39,2.90,0.05,0.16,10.19
Ore,IFR,1195.00_27_22,250.00,700.00,59.27,1.19,2.88,0.06,0.16,10.34
Ore,IFR,1195.00_26_25,375.00,"1,050.00",59.05,1.12,4.63,0.04,0.17,8.55
Ore,IFR,1195.00_26_24,375.00,"1,050.00",58.88,1.65,3.66,0.05,0.18,9.42
Ore,IFR,1195.00_26_23,250.00,700.00,59.18,1.19,3.50,0.05,0.16,9.72
Ore,IFR,1195.00_21_20,125.00,350.00,56.45,2.68,4.53,0.12,0.10,11.19
Ore,IFR,1195.00_21_19,250.00,700.00,57.80,2.46,2.92,0.12,0.11,11.16
Ore,IFR,1195.00_21_18,500.00,"1,400.00",57.86,2.49,2.81,0.14,0.12,11.13
Ore,IFR,1195.00_21_17,375.00,"1,050.00",57.66,2.32,3.24,0.17,0.13,11.12
Ore,IFR,1195.00_21_16,250.00,700.00,57.74,2.86,2.69,0.19,0.14,11.02
Ore,IFR,1195.00_21_15,125.00,350.00,57.30,2.87,3.33,0.22,0.13,10.92
Ore,IFR,1195.00_20_21,125.00,350.00,56.21,2.88,4.77,0.11,0.11,11.03
Ore,IFR,1195.00_20_20,500.00,"1,400.00",56.16,2.84,4.82,0.11,0.10,11.11
Ore,IFR,1195.00_20_19,500.00,"1,400.00",57.05,2.57,3.84,0.11,0.10,11.19
Ore,IFR,1195.00_20_18,500.00,"1,400.00",57.98,2.40,2.78,0.12,0.11,11.14
Ore,IFR,1195.00_20_17,500.00,"1,400.00",57.84,2.15,3.15,0.16,0.12,11.14
Ore,IFR,1195.00_20_16,500.00,"1,400.00",57.95,2.65,2.62,0.19,0.14,11.02
Ore,IFR,1195.00_20_15,500.00,"1,400.00",57.44,2.07,3.50,0.22,0.13,11.32
Ore,IFR,1195.00_20_14,375.00,"1,050.00",57.24,1.70,3.91,0.20,0.14,11.62
Ore,IFR,1195.00_19_21,375.00,"1,050.00",56.14,3.23,4.84,0.11,0.10,10.74
Ore,IFR,1195.00_19_20,500.00,"1,400.00",56.02,3.07,4.99,0.11,0.09,10.94
Ore,IFR,1195.00_19_19,500.00,"1,400.00",55.98,2.92,5.07,0.10,0.08,11.09
Ore,IFR,1195.00_19_18,500.00,"1,400.00",57.96,2.45,2.83,0.11,0.09,11.10
Ore,IFR,1195.00_19_17,500.00,"1,400.00",57.86,2.18,3.13,0.15,0.11,11.13
Ore,IFR,1195.00_19_16,500.00,"1,400.00",58.49,2.69,2.18,0.19,0.14,10.74
Ore,IFR,1195.00_19_15,500.00,"1,400.00",57.70,1.96,3.39,0.21,0.13,11.20
Ore,IFR,1195.00_19_14,500.00,"1,400.00",57.34,2.01,3.77,0.22,0.12,11.27
Ore,IFR,1195.00_18_22,125.00,350.00,56.52,2.37,5.40,0.08,0.09,10.47
Ore,IFR,1195.00_18_21,500.00,"1,400.00",56.45,2.43,4.86,0.10,0.10,11.08
Ore,IFR,1195.00_18_20,500.00,"1,400.00",56.30,2.45,4.97,0.11,0.09,11.19
Ore,IFR,1195.00_18_19,500.00,"1,400.00",56.16,2.49,5.06,0.10,0.09,11.25
Ore,IFR,1195.00_18_18,500.00,"1,400.00",57.49,2.31,3.48,0.11,0.09,11.22
Ore,IFR,1195.00_18_17,500.00,"1,400.00",57.98,2.24,2.95,0.13,0.11,11.13
Ore,IFR,1195.00_18_16,500.00,"1,400.00",58.47,2.18,2.43,0.18,0.14,10.98
Ore,IFR,1195.00_18_15,500.00,"1,400.00",58.21,1.75,2.96,0.20,0.13,11.17
Ore,IFR,1195.00_18_14,500.00,"1,400.00",57.82,1.14,3.62,0.20,0.13,11.58
Ore,IFR,1195.00_18_13,125.00,350.00,57.68,1.19,3.90,0.20,0.13,11.50
Ore,IFR,1195.00_17_22,375.00,"1,050.00",56.54,2.38,5.40,0.08,0.09,10.46
Ore,IFR,1195.00_17_21,500.00,"1,400.00",56.23,2.68,5.21,0.08,0.09,10.84
Ore,IFR,1195.00_17_20,500.00,"1,400.00",56.04,2.75,5.24,0.08,0.08,11.02
Ore,IFR,1195.00_17_19,500.00,"1,400.00",55.91,2.75,5.31,0.09,0.08,11.12
Ore,IFR,1195.00_17_18,500.00,"1,400.00",56.44,2.64,4.66,0.09,0.08,11.17
Ore,IFR,1195.00_17_17,500.00,"1,400.00",57.54,2.24,3.45,0.12,0.10,11.23
Ore,IFR,1195.00_17_16,500.00,"1,400.00",58.33,2.66,2.36,0.16,0.12,10.83
Ore,IFR,1195.00_17_15,500.00,"1,400.00",58.44,2.26,2.60,0.20,0.14,10.77
Ore,IFR,1195.00_17_14,500.00,"1,400.00",57.87,1.28,3.60,0.20,0.13,11.41
Ore,IFR,1195.00_16_22,500.00,"1,400.00",56.56,2.39,5.39,0.08,0.08,10.42
Ore,IFR,1195.00_16_21,500.00,"1,400.00",56.30,2.62,5.27,0.08,0.09,10.74
Ore,IFR,1195.00_16_20,500.00,"1,400.00",56.10,2.75,5.22,0.08,0.08,10.96
Ore,IFR,1195.00_16_19,500.00,"1,400.00",55.99,2.75,5.28,0.09,0.08,11.05
Ore,IFR,1195.00_16_18,500.00,"1,400.00",55.97,2.75,5.26,0.09,0.08,11.10
Ore,IFR,1195.00_16_17,500.00,"1,400.00",57.53,2.21,3.52,0.12,0.10,11.20
Ore,IFR,1195.00_16_16,500.00,"1,400.00",57.98,2.93,2.62,0.14,0.11,10.83
Ore,IFR,1195.00_16_15,500.00,"1,400.00",58.44,2.61,2.57,0.18,0.13,10.52
Ore,IFR,1195.00_16_14,375.00,"1,050.00",58.13,1.61,3.31,0.19,0.13,11.09
Ore,IFR,1195.00_15_22,418.18,"1,170.91",56.60,2.40,5.38,0.08,0.08,10.38
Ore,IFR,1195.00_15_21,500.00,"1,400.00",56.43,2.49,5.37,0.08,0.08,10.56
Ore,IFR,1195.00_15_20,500.00,"1,400.00",56.20,2.75,5.18,0.08,0.09,10.86
Ore,IFR,1195.00_15_19,500.00,"1,400.00",56.12,2.75,5.23,0.08,0.08,10.93
Ore,IFR,1195.00_15_18,500.00,"1,400.00",56.08,2.75,5.26,0.08,0.08,10.96
Ore,IFR,1195.00_15_17,500.00,"1,400.00",57.55,2.22,3.57,0.12,0.10,11.14
Ore,IFR,1195.00_15_16,500.00,"1,400.00",57.86,3.07,2.77,0.13,0.10,10.74
Ore,IFR,1195.00_15_15,500.00,"1,400.00",58.26,2.75,2.85,0.17,0.12,10.39
Ore,IFR,1195.00_14_21,374.98,"1,049.94",56.53,2.48,5.36,0.08,0.08,10.46
Ore,IFR,1195.00_14_20,500.00,"1,400.00",56.36,2.69,5.19,0.08,0.08,10.68
Ore,IFR,1195.00_14_19,500.00,"1,400.00",56.28,2.75,5.17,0.08,0.08,10.77
Ore,IFR,1195.00_14_18,500.00,"1,400.00",56.27,2.75,5.19,0.08,0.08,10.78
Ore,IFR,1195.00_14_17,500.00,"1,400.00",57.04,2.34,4.24,0.11,0.09,11.04
Ore,IFR,1195.00_14_16,500.00,"1,400.00",57.78,3.13,2.95,0.12,0.10,10.62
Ore,IFR,1195.00_14_15,125.00,350.00,57.82,3.39,3.15,0.17,0.10,10.07
Ore,IFR,1195.00_13_21,124.72,349.22,56.63,2.47,5.34,0.08,0.08,10.36
Ore,IFR,1195.00_13_20,500.00,"1,400.00",56.55,2.62,5.22,0.08,0.08,10.47
Ore,IFR,1195.00_13_19,500.00,"1,400.00",56.47,2.75,5.12,0.08,0.08,10.59
Ore,IFR,1195.00_13_18,500.00,"1,400.00",56.48,2.75,5.13,0.08,0.08,10.57
Ore,IFR,1195.00_13_17,375.00,"1,050.00",57.11,2.43,4.26,0.10,0.09,10.89
Ore,IFR,1195.00_13_16,125.00,350.00,58.01,3.23,2.68,0.11,0.10,10.51
Ore,IFR,1195.00_12_20,125.00,350.00,56.73,2.50,5.31,0.07,0.08,10.26
Ore,IFR,1195.00_12_19,250.00,700.00,56.61,2.74,5.09,0.07,0.08,10.44
Ore,IFR,1195.00_12_18,125.00,350.00,56.64,2.75,5.09,0.07,0.08,10.42
Ore,IFR,1190.00_9_11,125.00,350.00,55.90,2.86,5.22,0.06,0.07,11.48
Ore,IFR,1190.00_9_10,106.05,296.94,55.89,2.88,5.23,0.06,0.07,11.48
Ore,IFR,1190.00_8_11,486.84,"1,363.14",55.90,2.86,5.22,0.06,0.07,11.48
Ore,IFR,1190.00_8_10,44.87,125.65,55.88,2.88,5.24,0.06,0.07,11.48
Ore,IFR,1190.00_7_11,232.62,651.33,55.90,2.86,5.22,0.06,0.07,11.48
Ore,IFR,1190.00_39_29,3.32,9.30,57.05,0.92,6.55,0.03,0.15,10.44
Ore,IFR,1190.00_38_29,71.62,200.52,57.56,0.92,6.70,0.03,0.13,9.76
Ore,IFR,1190.00_34_25,55.91,156.55,58.19,1.62,5.74,0.02,0.09,9.05
Ore,IFR,1190.00_34_24,98.00,274.41,57.80,2.20,5.02,0.04,0.09,9.60
Ore,IFR,1190.00_30_24,250.00,700.00,58.06,1.95,4.34,0.04,0.16,9.92
Ore,IFR,1190.00_30_23,500.00,"1,400.00",57.98,2.06,4.11,0.05,0.16,10.12
Ore,IFR,1190.00_30_22,375.00,"1,050.00",57.74,2.26,3.83,0.07,0.15,10.47
Ore,IFR,1190.00_30_21,125.00,350.00,57.59,2.29,3.95,0.08,0.15,10.53
Ore,IFR,1190.00_29_25,500.00,"1,400.00",58.10,1.93,4.45,0.04,0.16,9.74
Ore,IFR,1190.00_29_24,500.00,"1,400.00",58.17,1.97,3.97,0.05,0.17,10.04
Ore,IFR,1190.00_29_23,500.00,"1,400.00",58.24,1.95,3.63,0.05,0.18,10.26
Ore,IFR,1190.00_29_22,500.00,"1,400.00",58.11,2.03,3.59,0.06,0.17,10.39
Ore,IFR,1190.00_29_21,250.00,700.00,57.86,2.14,3.76,0.07,0.16,10.46
Ore,IFR,1190.00_28_26,125.00,350.00,58.27,2.17,4.34,0.03,0.19,9.25
Ore,IFR,1190.00_28_25,500.00,"1,400.00",58.09,2.48,3.98,0.04,0.18,9.58
Ore,IFR,1190.00_28_24,500.00,"1,400.00",58.24,2.04,3.75,0.05,0.18,10.03
Ore,IFR,1190.00_28_23,500.00,"1,400.00",58.30,1.94,3.50,0.05,0.18,10.30
Ore,IFR,1190.00_28_22,500.00,"1,400.00",58.25,1.97,3.51,0.05,0.18,10.33
Ore,IFR,1190.00_28_21,250.00,700.00,58.09,2.05,3.60,0.07,0.18,10.36
Ore,IFR,1190.00_27_25,125.00,350.00,58.03,2.90,3.76,0.04,0.19,9.41
Ore,IFR,1190.00_27_24,500.00,"1,400.00",58.12,2.58,3.61,0.05,0.19,9.76
Ore,IFR,1190.00_27_23,500.00,"1,400.00",58.19,2.24,3.51,0.05,0.18,10.13
Ore,IFR,1190.00_27_22,500.00,"1,400.00",58.15,2.06,3.55,0.06,0.18,10.30
Ore,IFR,1190.00_26_24,250.00,700.00,58.52,1.88,4.02,0.05,0.19,9.28
Ore,IFR,1190.00_26_23,250.00,700.00,58.40,1.82,3.92,0.05,0.18,9.70
Ore,IFR,1190.00_22_20,125.00,350.00,57.50,2.65,3.14,0.13,0.13,11.11
Ore,IFR,1190.00_22_19,500.00,"1,400.00",57.77,2.63,2.84,0.17,0.15,11.02
Ore,IFR,1190.00_22_18,500.00,"1,400.00",57.63,2.62,2.91,0.19,0.15,11.13
Ore,IFR,1190.00_22_17,500.00,"1,400.00",57.26,2.42,3.43,0.19,0.13,11.33
Ore,IFR,1190.00_22_16,500.00,"1,400.00",56.99,2.97,3.34,0.20,0.14,11.31
Ore,IFR,1190.00_22_15,375.00,"1,050.00",56.68,3.16,3.67,0.21,0.14,11.22
Ore,IFR,1190.00_22_14,125.00,350.00,56.67,3.72,3.09,0.20,0.14,11.25
Ore,IFR,1190.00_21_21,125.00,350.00,56.43,2.92,4.48,0.11,0.12,10.94
Ore,IFR,1190.00_21_20,500.00,"1,400.00",57.61,2.61,3.07,0.12,0.12,11.08
Ore,IFR,1190.00_21_19,500.00,"1,400.00",57.88,2.53,2.80,0.15,0.13,11.06
Ore,IFR,1190.00_21_18,500.00,"1,400.00",58.19,2.47,2.50,0.19,0.15,10.97
Ore,IFR,1190.00_21_17,500.00,"1,400.00",57.57,2.11,3.36,0.18,0.13,11.29
Ore,IFR,1190.00_21_16,500.00,"1,400.00",57.31,2.69,3.18,0.20,0.13,11.27
Ore,IFR,1190.00_21_15,500.00,"1,400.00",56.92,2.44,3.98,0.20,0.14,11.37
Ore,IFR,1190.00_21_14,500.00,"1,400.00",56.89,3.58,3.02,0.19,0.14,11.20
Ore,IFR,1190.00_21_13,375.00,"1,050.00",57.01,3.37,3.00,0.20,0.14,11.25
Ore,IFR,1190.00_20_21,375.00,"1,050.00",56.29,2.90,4.67,0.11,0.11,10.98
Ore,IFR,1190.00_20_20,500.00,"1,400.00",56.99,2.72,3.84,0.11,0.11,11.08
Ore,IFR,1190.00_20_19,500.00,"1,400.00",57.86,2.48,2.87,0.12,0.11,11.12
Ore,IFR,1190.00_20_18,500.00,"1,400.00",58.58,2.27,2.26,0.19,0.15,10.89
Ore,IFR,1190.00_20_17,500.00,"1,400.00",57.99,2.12,3.00,0.17,0.13,11.10
Ore,IFR,1190.00_20_16,500.00,"1,400.00",57.60,2.43,3.05,0.20,0.13,11.26
Ore,IFR,1190.00_20_15,500.00,"1,400.00",57.24,1.96,3.89,0.20,0.14,11.44
Ore,IFR,1190.00_20_14,500.00,"1,400.00",57.14,2.75,3.39,0.18,0.14,11.38
Ore,IFR,1190.00_20_13,500.00,"1,400.00",57.03,3.91,2.71,0.18,0.14,11.03
Ore,IFR,1190.00_19_22,125.00,350.00,56.29,3.53,4.68,0.12,0.10,10.41
Ore,IFR,1190.00_19_21,500.00,"1,400.00",56.20,3.19,4.78,0.11,0.10,10.77
Ore,IFR,1190.00_19_20,500.00,"1,400.00",56.53,3.04,4.39,0.11,0.10,10.88
Ore,IFR,1190.00_19_19,500.00,"1,400.00",57.82,2.66,2.92,0.12,0.10,10.97
Ore,IFR,1190.00_19_18,500.00,"1,400.00",58.55,2.34,2.31,0.17,0.13,10.85
Ore,IFR,1190.00_19_17,500.00,"1,400.00",58.26,2.04,2.78,0.18,0.13,11.04
Ore,IFR,1190.00_19_16,500.00,"1,400.00",57.76,1.98,3.15,0.20,0.13,11.34
Ore,IFR,1190.00_19_15,500.00,"1,400.00",57.44,1.76,3.79,0.21,0.13,11.41
Ore,IFR,1190.00_19_14,500.00,"1,400.00",57.18,2.52,3.78,0.19,0.14,11.19
Ore,IFR,1190.00_19_13,500.00,"1,400.00",57.08,4.45,2.65,0.19,0.13,10.53
Ore,IFR,1190.00_19_12,125.00,350.00,57.01,5.11,2.72,0.20,0.10,9.96
Ore,IFR,1190.00_18_22,250.00,700.00,56.53,2.40,4.76,0.10,0.11,11.08
Ore,IFR,1190.00_18_21,500.00,"1,400.00",56.43,2.41,4.83,0.11,0.10,11.15
Ore,IFR,1190.00_18_20,500.00,"1,400.00",56.33,2.41,4.91,0.11,0.10,11.24
Ore,IFR,1190.00_18_19,500.00,"1,400.00",57.47,2.19,3.56,0.11,0.10,11.25
Ore,IFR,1190.00_18_18,500.00,"1,400.00",58.19,2.09,2.75,0.14,0.11,11.17
Ore,IFR,1190.00_18_17,500.00,"1,400.00",58.54,2.02,2.49,0.18,0.14,10.98
Ore,IFR,1190.00_18_16,500.00,"1,400.00",58.14,1.71,2.93,0.20,0.14,11.32
Ore,IFR,1190.00_18_15,500.00,"1,400.00",57.76,1.32,3.54,0.21,0.13,11.57
Ore,IFR,1190.00_18_14,500.00,"1,400.00",57.65,1.11,3.91,0.19,0.14,11.73
Ore,IFR,1190.00_18_13,500.00,"1,400.00",57.58,2.88,2.91,0.17,0.14,11.14
Ore,IFR,1190.00_17_22,250.00,700.00,56.18,2.75,5.06,0.08,0.10,10.97
Ore,IFR,1190.00_17_21,500.00,"1,400.00",56.07,2.75,5.14,0.08,0.09,11.05
Ore,IFR,1190.00_17_20,500.00,"1,400.00",55.95,2.76,5.24,0.09,0.09,11.13
Ore,IFR,1190.00_17_19,500.00,"1,400.00",56.97,2.55,4.03,0.09,0.09,11.14
Ore,IFR,1190.00_17_18,500.00,"1,400.00",58.00,2.35,2.84,0.10,0.09,11.14
Ore,IFR,1190.00_17_17,500.00,"1,400.00",57.99,2.08,3.05,0.16,0.12,11.12
Ore,IFR,1190.00_17_16,500.00,"1,400.00",58.34,2.51,2.38,0.19,0.14,10.91
Ore,IFR,1190.00_17_15,500.00,"1,400.00",57.63,1.54,3.59,0.21,0.13,11.48
Ore,IFR,1190.00_17_14,500.00,"1,400.00",57.49,1.12,4.08,0.18,0.14,11.78
Ore,IFR,1190.00_17_13,250.00,700.00,57.38,2.50,3.45,0.16,0.14,11.33
Ore,IFR,1190.00_16_22,367.60,"1,029.27",56.18,2.75,5.06,0.08,0.10,10.98
Ore,IFR,1190.00_16_21,500.00,"1,400.00",56.07,2.75,5.14,0.08,0.09,11.05
Ore,IFR,1190.00_16_20,500.00,"1,400.00",55.97,2.76,5.22,0.08,0.09,11.12
Ore,IFR,1190.00_16_19,500.00,"1,400.00",55.94,2.75,5.23,0.09,0.08,11.16
Ore,IFR,1190.00_16_18,500.00,"1,400.00",57.95,2.37,2.91,0.10,0.09,11.12
Ore,IFR,1190.00_16_17,500.00,"1,400.00",57.69,2.14,3.35,0.14,0.11,11.20
Ore,IFR,1190.00_16_16,500.00,"1,400.00",58.27,2.91,2.26,0.18,0.14,10.76
